"VteID";"DtVte";"Canal";"StatutCde";"ProdID";"Qt";"TxRem";"MttBrutTTC";"MttTTcNet";"CstLigne";"MagID";"VndID";"CustNo"
"V004207";"15-05-2025";"Magasin";"Livree";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M01";"V02";"C0103"
"V004208";"15-05-2025";"Web";"Livree";"P0018";"1";"0,00";"865,00";"865,00";"441,11";"M17";"V41";"C0040"
"V004209";"15-05-2025";"magasin";"Livree";"P0056";"2";"0,00";"50,00";"50,00";"24,30";"M11";"V25";"C0144"
"V004210";"16-05-2025";"Magasin";"Livree";"P0055";"1";"5,00";"40,00";"38,00";"19,21";"M13";"V31";"C0079"
"V004211";"16-05-2025";"Magasin";"LIVREE";"P0062";"1";"5,00";"130,00";"123,50";"66,13";"M24";"V57";"C0032"
"V004212";"16-05-2025";"Magasin";"LIVREE";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M14";"V33";"C0083"
"V004213";"17-05-2025";"Magasin";"LIVREE";"P0016";"3";"0,00";"1155,00";"1155,00";"536,22";"M13";"V30";"C0035"
"V004214";"17-05-2025";"Magasin";"Livree";"P0014";"1";"0,00";"635,00";"635,00";"333,47";"M07";"V15";"C0089"
"V004215";"17-05-2025";"Magasin";"Annulee";"P0061";"1";"5,00";"140,00";"133,00";"75,47";"M24";"V57";"C0198"
"V004216";"17-05-2025";"WEB";"Annulee";"P0035";"2";"0,00";"340,00";"340,00";"183,96";"M03";"V06";"C0019"
"V004217";"17-05-2025";"WEB";"LIVREE";"P0062";"1";"10,00";"130,00";"117,00";"66,13";"M01";"V01";"C0076"
"V004218";"17-05-2025";"WEB";"Livree";"P0019";"1";"0,00";"535,00";"535,00";"307,48";"M07";"V15";"C0025"
"V004219";"17-05-2025";"magasin";"Livree";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M04";"V09";"C0003"
"V004220";"17-05-2025";"magasin";"livree";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M02";"V04";"C0186"
"V004221";"18-05-2025";"Magasin";"Livree";"P0026";"1";"0,00";"275,00";"275,00";"137,45";"M02";"V05";"C0189"
"V004222";"18-05-2025";"web";"LIVREE";"P0028";"2";"0,00";"260,00";"260,00";"134,52";"M21";"V51";"C0039"
"V004223";"18-05-2025";"Magasin";"Livree";"P0055";"2";"0,00";"80,00";"80,00";"38,42";"M04";"V09";"C0191"
"V004224";"18-05-2025";"MAGASIN";"livree";"P0060";"2";"0,00";"80,00";"80,00";"40,92";"M22";"V53";"C0033"
"V004225";"18-05-2025";"Magasin";"LIVREE";"P0060";"1";"5,00";"40,00";"38,00";"20,46";"M09";"V19";"C0155"
"V004226";"19-05-2025";"web";"Livree";"P0047";"2";"0,00";"3330,00";"3330,00";"2008,14";"M19";"V45";"C0209"
"V004227";"19-05-2025";"magasin";"Livree";"P0039";"4";"0,00";"5940,00";"5940,00";"2694,04";"M02";"V05";"C0162"
"V004228";"19-05-2025";"web";"encours";"P0053";"3";"0,00";"465,00";"465,00";"249,03";"M13";"V29";"C0186"
"V004229";"19-05-2025";"Magasin";"LIVREE";"P0052";"3";"5,00";"405,00";"384,75";"217,53";"M20";"V49";"C0109"
"V004230";"19-05-2025";"Magasin";"Livree";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M02";"V05";"C0099"
"V004231";"19-05-2025";"MAGASIN";"EnCours";"P0061";"2";"0,00";"280,00";"280,00";"150,94";"M15";"V35";"C0208"
"V004232";"19-05-2025";"Magasin";"Livree";"P0064";"2";"5,00";"140,00";"133,00";"71,72";"M24";"V58";"C0093"
"V004233";"19-05-2025";"Magasin";"Livree";"P0053";"3";"0,00";"465,00";"465,00";"249,03";"M03";"V07";"C0188"
"V004234";"19-05-2025";"magasin";"LIVREE";"P0042";"3";"0,00";"6135,00";"6135,00";"3709,92";"M05";"V10";"C0028"
"V004235";"20-05-2025";"web";"LIVREE";"P0057";"2";"0,00";"40,00";"40,00";"21,78";"M22";"V54";"C0054"
"V004236";"20-05-2025";"Magasin";"Livree";"P0031";"1";"0,00";"150,00";"150,00";"92,24";"M23";"V55";"C0164"
"V004237";"20-05-2025";"Web";"Livree";"P0039";"3";"0,00";"4455,00";"4455,00";"2020,53";"M13";"V30";"C0165"
"V004238";"21-05-2025";"magasin";"livree";"P0009";"1";"0,00";"505,00";"505,00";"297,17";"M09";"V19";"C0214"
"V004239";"21-05-2025";"WEB";"LIVREE";"P0039";"1";"0,00";"1485,00";"1485,00";"673,51";"M19";"V46";"C0093"
"V004240";"21-05-2025";"MAGASIN";"Annulee";"P0052";"2";"5,00";"270,00";"256,50";"145,02";"M16";"V38";"C0143"
"V004241";"21-05-2025";"Magasin";"Livree";"P0035";"2";"10,00";"340,00";"306,00";"183,96";"M05";"V11";"C0058"
"V004242";"21-05-2025";"Web";"livree";"P0005";"1";"0,00";"325,00";"325,00";"148,71";"M03";"V06";"C0154"
"V004243";"21-05-2025";"Magasin";"EnCours";"P0009";"1";"0,00";"505,00";"505,00";"297,17";"M13";"V29";"C0171"
"V004244";"22-05-2025";"Magasin";"EnCours";"P0062";"4";"5,00";"520,00";"494,00";"264,52";"M19";"V45";"C0176"
"V004245";"22-05-2025";"Magasin";"livree";"P0002";"1";"0,00";"700,00";"700,00";"352,76";"M19";"V47";"C0104"
"V004246";"22-05-2025";"Magasin";"livree";"P0051";"1";"0,00";"155,00";"155,00";"77,85";"M25";"V59";"C0040"
"V004247";"22-05-2025";"WEB";"LIVREE";"P0063";"2";"0,00";"210,00";"210,00";"116,42";"M02";"V05";"C0063"
"V004248";"23-05-2025";"magasin";"LIVREE";"P0059";"4";"0,00";"160,00";"160,00";"76,92";"M09";"V19";"C0007"
"V004249";"23-05-2025";"Magasin";"Livree";"P0060";"3";"0,00";"120,00";"120,00";"61,38";"M08";"V16";"C0168"
"V004250";"23-05-2025";"Magasin";"Livree";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M24";"V57";"C0085"
"V004251";"23-05-2025";"magasin";"Livree";"P0040";"1";"5,00";"1910,00";"1814,50";"1038,92";"M20";"V48";"C0213"
"V004252";"24-05-2025";"MAGASIN";"Livree";"P0063";"1";"5,00";"105,00";"99,75";"58,21";"M22";"V53";"C0146"
"V004253";"24-05-2025";"Magasin";"Livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M05";"V10";"C0102"
"V004254";"24-05-2025";"WEB";"EnCours";"P0050";"1";"10,00";"230,00";"207,00";"115,83";"M20";"V50";"C0209"
"V004255";"25-05-2025";"Magasin";"LIVREE";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M11";"V25";"C0195"
"V004256";"25-05-2025";"magasin";"Livree";"P0053";"1";"0,00";"155,00";"155,00";"83,01";"M02";"V05";"C0121"
"V004257";"25-05-2025";"magasin";"LIVREE";"P0022";"1";"5,00";"430,00";"408,50";"205,70";"M24";"V57";"C0171"
"V004258";"26-05-2025";"Magasin";"LIVREE";"P0030";"1";"0,00";"265,00";"265,00";"125,99";"M18";"V43";"C0136"
"V004259";"26-05-2025";"WEB";"Livree";"P0036";"2";"0,00";"210,00";"210,00";"115,82";"M04";"V08";"C0053"
"V004260";"26-05-2025";"MAGASIN";"Livree";"P0060";"3";"5,00";"120,00";"114,00";"61,38";"M07";"V15";"C0077"
"V004261";"27-05-2025";"MAGASIN";"Livree";"P0027";"2";"0,00";"440,00";"440,00";"213,32";"M19";"V46";"C0005"
"V004262";"27-05-2025";"Magasin";"EnCours";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M07";"V15";"C0048"
"V004263";"27-05-2025";"web";"LIVREE";"P0046";"2";"0,00";"2070,00";"2070,00";"1230,72";"M03";"V07";"C0120"
"V004264";"27-05-2025";"Magasin";"encours";"P0045";"4";"0,00";"1300,00";"1300,00";"596,76";"M19";"V45";"C0063"
"V004265";"28-05-2025";"MAGASIN";"encours";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M06";"V12";"C0122"
"V004266";"28-05-2025";"Magasin";"Livree";"P0057";"2";"0,00";"40,00";"40,00";"21,78";"M01";"V03";"C0187"
"V004267";"29-05-2025";"Web";"livree";"P0029";"1";"0,00";"285,00";"285,00";"169,00";"M01";"V03";"C0012"
"V004268";"29-05-2025";"Web";"Livree";"P0054";"4";"0,00";"640,00";"640,00";"309,76";"M19";"V45";"C0077"
"V004269";"29-05-2025";"magasin";"Livree";"P0051";"1";"0,00";"155,00";"155,00";"77,85";"M09";"V19";"C0186"
"V004270";"29-05-2025";"Magasin";"LIVREE";"P0015";"3";"0,00";"1650,00";"1650,00";"917,25";"M11";"V23";"C0010"
"V004271";"29-05-2025";"web";"LIVREE";"P0061";"1";"5,00";"140,00";"133,00";"75,47";"M08";"V17";"C0122"
"V004272";"30-05-2025";"Magasin";"livree";"P0031";"2";"0,00";"300,00";"300,00";"184,48";"M25";"V59";"C0219"
"V004273";"30-05-2025";"WEB";"livree";"P0032";"3";"0,00";"570,00";"570,00";"324,54";"M01";"V03";"C0003"
"V004274";"30-05-2025";"MAGASIN";"Livree";"P0040";"3";"0,00";"5730,00";"5730,00";"3116,76";"M23";"V55";"C0174"
"V004275";"30-05-2025";"Web";"Livree";"P0029";"2";"0,00";"570,00";"570,00";"338,00";"M14";"V33";"C0146"
"V004276";"30-05-2025";"web";"Livree";"P0033";"1";"0,00";"50,00";"50,00";"22,73";"M14";"V33";"C0207"
"V004277";"30-05-2025";"Magasin";"Livree";"P0020";"4";"0,00";"1540,00";"1540,00";"871,88";"M01";"V02";"C0169"
"V004278";"30-05-2025";"Magasin";"EnCours";"P0031";"1";"0,00";"150,00";"150,00";"92,24";"M21";"V51";"C0216"
"V004279";"30-05-2025";"web";"EnCours";"P0056";"3";"5,00";"75,00";"71,25";"36,45";"M17";"V41";"C0066"
"V004280";"31-05-2025";"magasin";"Livree";"P0037";"2";"0,00";"460,00";"460,00";"231,90";"M02";"V04";"C0203"
"V004281";"31-05-2025";"Magasin";"LIVREE";"P0040";"2";"0,00";"3820,00";"3820,00";"2077,84";"M16";"V38";"C0077"
"V004282";"31-05-2025";"Magasin";"Livree";"P0059";"3";"0,00";"120,00";"120,00";"57,69";"M09";"V19";"C0040"
"V004283";"31-05-2025";"Magasin";"Livree";"P0049";"1";"5,00";"1770,00";"1681,50";"798,07";"M09";"V19";"C0044"
"V004284";"31-05-2025";"magasin";"LIVREE";"P0018";"1";"5,00";"865,00";"821,75";"441,11";"M08";"V16";"C0035"
"V004285";"31-05-2025";"Magasin";"Annulee";"P0031";"1";"0,00";"150,00";"150,00";"92,24";"M19";"V46";"C0155"
"V004286";"31-05-2025";"Web";"Livree";"P0045";"1";"5,00";"325,00";"308,75";"149,19";"M21";"V51";"C0007"
"V004287";"31-05-2025";"Magasin";"Livree";"P0021";"1";"0,00";"410,00";"410,00";"189,41";"M02";"V04";"C0172"
"V004288";"31-05-2025";"Magasin";"Livree";"P0023";"1";"0,00";"700,00";"700,00";"404,57";"M12";"V28";"C0201"
"V004289";"01-06-2025";"MAGASIN";"Livree";"P0042";"1";"0,00";"2045,00";"2045,00";"1236,64";"M12";"V28";"C0017"
"V004290";"01-06-2025";"Magasin";"encours";"P0057";"3";"0,00";"60,00";"60,00";"32,67";"M05";"V11";"C0101"
"V004291";"01-06-2025";"Web";"Livree";"P0003";"1";"5,00";"710,00";"674,50";"395,33";"M05";"V10";"C0103"
"V004292";"01-06-2025";"Web";"Livree";"P0039";"1";"0,00";"1485,00";"1485,00";"673,51";"M15";"V36";"C0125"
"V004293";"01-06-2025";"magasin";"Livree";"P0050";"2";"0,00";"460,00";"460,00";"231,66";"M01";"V02";"C0212"
"V004294";"01-06-2025";"Web";"livree";"P0037";"2";"5,00";"460,00";"437,00";"231,90";"M24";"V57";"C0054"
"V004295";"01-06-2025";"web";"Annulee";"P0045";"2";"10,00";"650,00";"585,00";"298,38";"M14";"V33";"C0093"
"V004296";"01-06-2025";"Web";"Livree";"P0031";"1";"10,00";"150,00";"135,00";"92,24";"M13";"V30";"C0003"
"V004297";"01-06-2025";"MAGASIN";"LIVREE";"P0062";"3";"0,00";"390,00";"390,00";"198,39";"M06";"V12";"C0207"
"V004298";"01-06-2025";"web";"livree";"P0056";"1";"5,00";"25,00";"23,75";"12,15";"M16";"V39";"C0110"
"V004299";"01-06-2025";"Web";"Livree";"P0029";"4";"5,00";"1140,00";"1083,00";"676,00";"M18";"V44";"C0041"
"V004300";"02-06-2025";"Magasin";"Livree";"P0044";"3";"5,00";"5400,00";"5130,00";"3159,63";"M05";"V10";"C0019"
"V004301";"02-06-2025";"MAGASIN";"Livree";"P0041";"2";"0,00";"4450,00";"4450,00";"2697,40";"M25";"V59";"C0133"
"V004302";"02-06-2025";"Magasin";"Livree";"P0059";"2";"5,00";"80,00";"76,00";"38,46";"M25";"V60";"C0160"
"V004303";"02-06-2025";"Magasin";"livree";"P0044";"1";"5,00";"1800,00";"1710,00";"1053,21";"M23";"V55";"C0207"
"V004304";"02-06-2025";"magasin";"Livree";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M25";"V60";"C0166"
"V004305";"02-06-2025";"Magasin";"Livree";"P0063";"2";"10,00";"210,00";"189,00";"116,42";"M21";"V52";"C0185"
"V004306";"02-06-2025";"WEB";"Livree";"P0043";"1";"5,00";"2230,00";"2118,50";"1198,97";"M14";"V33";"C0144"
"V004307";"02-06-2025";"Magasin";"Livree";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M14";"V32";"C0203"
"V004308";"02-06-2025";"MAGASIN";"LIVREE";"P0049";"1";"0,00";"1770,00";"1770,00";"798,07";"M19";"V46";"C0064"
"V004309";"02-06-2025";"WEB";"LIVREE";"P0032";"1";"0,00";"190,00";"190,00";"108,18";"M12";"V28";"C0176"
"V004310";"03-06-2025";"Magasin";"Livree";"P0051";"3";"0,00";"465,00";"465,00";"233,55";"M05";"V11";"C0146"
"V004311";"03-06-2025";"Magasin";"Annulee";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M21";"V51";"C0086"
"V004312";"03-06-2025";"Magasin";"Livree";"P0017";"1";"0,00";"450,00";"450,00";"256,83";"M11";"V24";"C0063"
"V004313";"03-06-2025";"Magasin";"Livree";"P0050";"1";"5,00";"230,00";"218,50";"115,83";"M14";"V32";"C0103"
"V004314";"03-06-2025";"web";"Livree";"P0029";"2";"0,00";"570,00";"570,00";"338,00";"M01";"V02";"C0042"
"V004315";"03-06-2025";"magasin";"Livree";"P0036";"1";"0,00";"105,00";"105,00";"57,91";"M11";"V24";"C0096"
"V004316";"03-06-2025";"magasin";"EnCours";"P0031";"1";"0,00";"150,00";"150,00";"92,24";"M23";"V55";"C0074"
"V004317";"04-06-2025";"Magasin";"Annulee";"P0056";"2";"5,00";"50,00";"47,50";"24,30";"M17";"V42";"C0147"
"V004318";"04-06-2025";"Magasin";"Annulee";"P0041";"1";"0,00";"2225,00";"2225,00";"1348,70";"M25";"V59";"C0210"
"V004319";"04-06-2025";"MAGASIN";"EnCours";"P0063";"4";"0,00";"420,00";"420,00";"232,84";"M10";"V22";"C0185"
"V004320";"04-06-2025";"Magasin";"encours";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M17";"V41";"C0216"
"V004321";"04-06-2025";"WEB";"Livree";"P0021";"1";"0,00";"410,00";"410,00";"189,41";"M07";"V14";"C0172"
"V004322";"04-06-2025";"Magasin";"Livree";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M21";"V51";"C0033"
"V004323";"04-06-2025";"Magasin";"EnCours";"P0031";"1";"0,00";"150,00";"150,00";"92,24";"M16";"V37";"C0043"
"V004324";"04-06-2025";"magasin";"LIVREE";"P0055";"3";"0,00";"120,00";"120,00";"57,63";"M04";"V09";"C0056"
"V004325";"05-06-2025";"web";"Annulee";"P0040";"1";"0,00";"1910,00";"1910,00";"1038,92";"M14";"V32";"C0104"
"V004326";"05-06-2025";"Web";"Livree";"P0062";"4";"0,00";"520,00";"520,00";"264,52";"M17";"V40";"C0181"
"V004327";"05-06-2025";"WEB";"Livree";"P0035";"3";"10,00";"510,00";"459,00";"275,94";"M07";"V14";"C0165"
"V004328";"05-06-2025";"web";"livree";"P0060";"3";"0,00";"120,00";"120,00";"61,38";"M14";"V33";"C0158"
"V004329";"05-06-2025";"Web";"encours";"P0028";"2";"0,00";"260,00";"260,00";"134,52";"M06";"V13";"C0213"
"V004330";"05-06-2025";"Web";"EnCours";"P0047";"1";"0,00";"1665,00";"1665,00";"1004,07";"M15";"V35";"C0134"
"V004331";"06-06-2025";"web";"Livree";"P0064";"3";"0,00";"210,00";"210,00";"107,58";"M01";"V03";"C0220"
"V004332";"06-06-2025";"magasin";"LIVREE";"P0031";"3";"0,00";"450,00";"450,00";"276,72";"M25";"V59";"C0063"
"V004333";"06-06-2025";"MAGASIN";"LIVREE";"P0043";"1";"0,00";"2230,00";"2230,00";"1198,97";"M14";"V33";"C0032"
"V004334";"06-06-2025";"web";"livree";"P0053";"1";"0,00";"155,00";"155,00";"83,01";"M03";"V06";"C0120"
"V004335";"06-06-2025";"magasin";"Livree";"P0063";"2";"0,00";"210,00";"210,00";"116,42";"M09";"V19";"C0035"
"V004336";"06-06-2025";"magasin";"Livree";"P0043";"2";"0,00";"4460,00";"4460,00";"2397,94";"M22";"V53";"C0215"
"V004337";"06-06-2025";"MAGASIN";"Livree";"P0027";"1";"0,00";"220,00";"220,00";"106,66";"M13";"V31";"C0062"
"V004338";"06-06-2025";"Web";"Annulee";"P0061";"2";"10,00";"280,00";"252,00";"150,94";"M20";"V48";"C0157"
"V004339";"06-06-2025";"MAGASIN";"Livree";"P0032";"1";"5,00";"190,00";"180,50";"108,18";"M08";"V16";"C0187"
"V004340";"06-06-2025";"Magasin";"EnCours";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M10";"V22";"C0139"
"V004341";"06-06-2025";"MAGASIN";"LIVREE";"P0042";"2";"0,00";"4090,00";"4090,00";"2473,28";"M10";"V21";"C0023"
"V004342";"06-06-2025";"Magasin";"LIVREE";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M04";"V08";"C0183"
"V004343";"06-06-2025";"Magasin";"LIVREE";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M24";"V58";"C0053"
"V004344";"07-06-2025";"Web";"LIVREE";"P0045";"4";"0,00";"1300,00";"1300,00";"596,76";"M04";"V08";"C0016"
"V004345";"07-06-2025";"Magasin";"Livree";"P0059";"2";"10,00";"80,00";"72,00";"38,46";"M16";"V37";"C0031"
"V004346";"07-06-2025";"Magasin";"Livree";"P0041";"1";"0,00";"2225,00";"2225,00";"1348,70";"M07";"V14";"C0164"
"V004347";"07-06-2025";"Magasin";"Livree";"P0055";"2";"5,00";"80,00";"76,00";"38,42";"M23";"V56";"C0102"
"V004348";"07-06-2025";"Magasin";"LIVREE";"P0054";"1";"10,00";"160,00";"144,00";"77,44";"M23";"V55";"C0206"
"V004349";"07-06-2025";"Magasin";"Annulee";"P0031";"1";"0,00";"150,00";"150,00";"92,24";"M25";"V59";"C0171"
"V004350";"07-06-2025";"MAGASIN";"livree";"P0039";"2";"0,00";"2970,00";"2970,00";"1347,02";"M03";"V06";"C0206"
"V004351";"07-06-2025";"Magasin";"LIVREE";"P0046";"1";"0,00";"1035,00";"1035,00";"615,36";"M01";"V03";"C0143"
"V004352";"07-06-2025";"Magasin";"Livree";"P0064";"1";"10,00";"70,00";"63,00";"35,86";"M21";"V51";"C0187"
"V004353";"07-06-2025";"magasin";"Livree";"P0050";"2";"5,00";"460,00";"437,00";"231,66";"M06";"V12";"C0139"
"V004354";"07-06-2025";"Magasin";"Livree";"P0061";"3";"5,00";"420,00";"399,00";"226,41";"M23";"V55";"C0139"
"V004355";"07-06-2025";"Magasin";"livree";"P0058";"2";"10,00";"130,00";"117,00";"62,62";"M06";"V13";"C0094"
"V004356";"08-06-2025";"magasin";"Livree";"P0055";"2";"0,00";"80,00";"80,00";"38,42";"M20";"V50";"C0191"
"V004357";"08-06-2025";"magasin";"LIVREE";"P0020";"1";"10,00";"385,00";"346,50";"217,97";"M17";"V40";"C0033"
"V004358";"08-06-2025";"Magasin";"livree";"P0043";"2";"0,00";"4460,00";"4460,00";"2397,94";"M03";"V06";"C0108"
"V004359";"08-06-2025";"Magasin";"LIVREE";"P0031";"2";"10,00";"300,00";"270,00";"184,48";"M24";"V57";"C0120"
"V004360";"08-06-2025";"Magasin";"livree";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M19";"V46";"C0052"
"V004361";"08-06-2025";"Magasin";"LIVREE";"P0059";"1";"5,00";"40,00";"38,00";"19,23";"M06";"V13";"C0142"
"V004362";"08-06-2025";"magasin";"Livree";"P0037";"3";"0,00";"690,00";"690,00";"347,85";"M15";"V36";"C0137"
"V004363";"08-06-2025";"MAGASIN";"LIVREE";"P0030";"1";"0,00";"265,00";"265,00";"125,99";"M17";"V40";"C0081"
"V004364";"09-06-2025";"Magasin";"LIVREE";"P0046";"3";"0,00";"3105,00";"3105,00";"1846,08";"M02";"V04";"C0205"
"V004365";"09-06-2025";"Magasin";"Livree";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M05";"V11";"C0180"
"V004366";"09-06-2025";"Magasin";"Livree";"P0064";"2";"0,00";"140,00";"140,00";"71,72";"M23";"V55";"C0122"
"V004367";"09-06-2025";"Magasin";"Livree";"P0047";"1";"10,00";"1665,00";"1498,50";"1004,07";"M07";"V14";"C0200"
"V004368";"09-06-2025";"MAGASIN";"Livree";"P0050";"3";"0,00";"690,00";"690,00";"347,49";"M19";"V45";"C0184"
"V004369";"09-06-2025";"Magasin";"Annulee";"P0044";"3";"5,00";"5400,00";"5130,00";"3159,63";"M11";"V24";"C0033"
"V004370";"09-06-2025";"Magasin";"Livree";"P0039";"2";"0,00";"2970,00";"2970,00";"1347,02";"M18";"V44";"C0033"
"V004371";"09-06-2025";"Web";"encours";"P0052";"1";"5,00";"135,00";"128,25";"72,51";"M03";"V06";"C0182"
"V004372";"09-06-2025";"Magasin";"Livree";"P0051";"1";"0,00";"155,00";"155,00";"77,85";"M11";"V23";"C0077"
"V004373";"09-06-2025";"web";"livree";"P0033";"1";"0,00";"50,00";"50,00";"22,73";"M05";"V10";"C0137"
"V004374";"10-06-2025";"Web";"LIVREE";"P0039";"2";"0,00";"2970,00";"2970,00";"1347,02";"M01";"V03";"C0167"
"V004375";"10-06-2025";"web";"livree";"P0047";"1";"0,00";"1665,00";"1665,00";"1004,07";"M11";"V25";"C0097"
"V004376";"10-06-2025";"web";"Livree";"P0061";"1";"0,00";"140,00";"140,00";"75,47";"M07";"V15";"C0088"
"V004377";"10-06-2025";"Magasin";"Livree";"P0062";"1";"5,00";"130,00";"123,50";"66,13";"M03";"V06";"C0096"
"V004378";"10-06-2025";"Web";"LIVREE";"P0053";"1";"5,00";"155,00";"147,25";"83,01";"M17";"V40";"C0071"
"V004379";"10-06-2025";"Magasin";"Livree";"P0041";"2";"5,00";"4450,00";"4227,50";"2697,40";"M09";"V18";"C0112"
"V004380";"10-06-2025";"Web";"Livree";"P0023";"1";"0,00";"700,00";"700,00";"404,57";"M13";"V31";"C0154"
"V004381";"10-06-2025";"MAGASIN";"LIVREE";"P0044";"2";"0,00";"3600,00";"3600,00";"2106,42";"M16";"V37";"C0155"
"V004382";"10-06-2025";"WEB";"Livree";"P0046";"2";"0,00";"2070,00";"2070,00";"1230,72";"M11";"V23";"C0191"
"V004383";"10-06-2025";"Magasin";"Livree";"P0026";"2";"10,00";"550,00";"495,00";"274,90";"M02";"V04";"C0039"
"V004384";"10-06-2025";"Magasin";"Livree";"P0030";"1";"0,00";"265,00";"265,00";"125,99";"M25";"V59";"C0074"
"V004385";"10-06-2025";"magasin";"encours";"P0051";"1";"5,00";"155,00";"147,25";"77,85";"M04";"V08";"C0024"
"V004386";"10-06-2025";"WEB";"Livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M09";"V18";"C0050"
"V004387";"11-06-2025";"Magasin";"livree";"P0050";"2";"0,00";"460,00";"460,00";"231,66";"M03";"V06";"C0075"
"V004388";"11-06-2025";"WEB";"Livree";"P0028";"2";"0,00";"260,00";"260,00";"134,52";"M18";"V43";"C0206"
"V004389";"11-06-2025";"Magasin";"LIVREE";"P0032";"1";"0,00";"190,00";"190,00";"108,18";"M08";"V16";"C0015"
"V004390";"11-06-2025";"Web";"livree";"P0041";"4";"0,00";"8900,00";"8900,00";"5394,80";"M25";"V59";"C0110"
"V004391";"11-06-2025";"web";"Livree";"P0056";"1";"0,00";"25,00";"25,00";"12,15";"M25";"V60";"C0092"
"V004392";"11-06-2025";"MAGASIN";"LIVREE";"P0038";"1";"0,00";"230,00";"230,00";"119,32";"M18";"V44";"C0167"
"V004393";"11-06-2025";"Magasin";"LIVREE";"P0058";"2";"10,00";"130,00";"117,00";"62,62";"M15";"V36";"C0158"
"V004394";"11-06-2025";"Magasin";"LIVREE";"P0056";"3";"10,00";"75,00";"67,50";"36,45";"M01";"V02";"C0033"
"V004395";"11-06-2025";"WEB";"livree";"P0057";"2";"5,00";"40,00";"38,00";"21,78";"M15";"V35";"C0055"
"V004396";"12-06-2025";"Magasin";"livree";"P0025";"4";"0,00";"220,00";"220,00";"129,48";"M18";"V43";"C0047"
"V004397";"12-06-2025";"WEB";"Livree";"P0039";"1";"0,00";"1485,00";"1485,00";"673,51";"M11";"V24";"C0073"
"V004398";"12-06-2025";"web";"LIVREE";"P0061";"2";"0,00";"280,00";"280,00";"150,94";"M05";"V11";"C0174"
"V004399";"12-06-2025";"Magasin";"livree";"P0037";"1";"0,00";"230,00";"230,00";"115,95";"M03";"V06";"C0083"
"V004400";"12-06-2025";"Magasin";"Livree";"P0037";"3";"0,00";"690,00";"690,00";"347,85";"M03";"V07";"C0082"
"V004401";"12-06-2025";"Magasin";"LIVREE";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M22";"V54";"C0002"
"V004402";"12-06-2025";"MAGASIN";"Livree";"P0039";"4";"0,00";"5940,00";"5940,00";"2694,04";"M15";"V34";"C0215"
"V004403";"12-06-2025";"Magasin";"Livree";"P0058";"2";"0,00";"130,00";"130,00";"62,62";"M14";"V32";"C0138"
"V004404";"12-06-2025";"Magasin";"LIVREE";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M21";"V52";"C0102"
"V004405";"12-06-2025";"MAGASIN";"Livree";"P0051";"1";"0,00";"155,00";"155,00";"77,85";"M20";"V50";"C0132"
"V004406";"12-06-2025";"Magasin";"livree";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M24";"V57";"C0152"
"V004407";"13-06-2025";"MAGASIN";"Annulee";"P0025";"2";"5,00";"110,00";"104,50";"64,74";"M02";"V04";"C0142"
"V004408";"13-06-2025";"Magasin";"LIVREE";"P0049";"1";"0,00";"1770,00";"1770,00";"798,07";"M04";"V08";"C0111"
"V004409";"13-06-2025";"web";"Livree";"P0026";"2";"5,00";"550,00";"522,50";"274,90";"M21";"V51";"C0170"
"V004410";"13-06-2025";"Magasin";"LIVREE";"P0049";"3";"0,00";"5310,00";"5310,00";"2394,21";"M05";"V10";"C0113"
"V004411";"13-06-2025";"magasin";"EnCours";"P0024";"1";"5,00";"770,00";"731,50";"465,89";"M23";"V55";"C0161"
"V004412";"13-06-2025";"MAGASIN";"Livree";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M24";"V58";"C0079"
"V004413";"13-06-2025";"Magasin";"LIVREE";"P0048";"2";"10,00";"3520,00";"3168,00";"1891,52";"M03";"V07";"C0105"
"V004414";"13-06-2025";"MAGASIN";"LIVREE";"P0028";"3";"10,00";"390,00";"351,00";"201,78";"M10";"V22";"C0044"
